date,year,eventLabel,typeLabel,category,impact,source,event_id
2014-01-01,2014,Batalha de Moscou (2014),Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2315
1998-01-01,1998,Guerra em América do Sul (1998),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2316
1990-01-01,1990,Seca prolongada em Oceania,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,2317
2022-01-01,2022,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2318
1964-01-01,1964,Seca prolongada em África,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2319
2009-01-01,2009,Lançamento de Inteligência Artificial,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2320
2001-01-01,2001,Revolução em Brasil,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2321
2013-01-01,2013,Guerra em Ásia (2013),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2322
2009-01-01,2009,Movimento social em Austrália,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2323
1987-01-01,1987,Independência de Alemanha,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2324
2023-01-01,2023,Batalha de Paris (2023),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2325
1968-01-01,1968,Dívida soberana de Estados Unidos,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2326
2022-01-01,2022,Cometa Evento_2326 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2327
1921-01-01,1921,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2328
1981-01-01,1981,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2329
1984-01-01,1984,Colapso bancário em Brasil,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2330
1969-01-01,1969,Crise financeira em Oriente Médio,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2331
2016-01-01,2016,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2332
2022-01-01,2022,Programa de saúde pública em Rússia,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2333
2003-01-01,2003,Vacina desenvolvida para Cardiovasculares,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2334
2011-01-01,2011,Seca prolongada em Ásia,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2335
2002-01-01,2002,Revolução em Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2336
1964-01-01,1964,Crise cambial em Oriente Médio,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2337
1977-01-01,1977,Novo telescópio: Evento_2337,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2338
2024-01-01,2024,Conflito armado na América do Norte,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2339
2016-01-01,2016,Eclipse Cardíaca visível em África,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2340
2017-01-01,2017,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,2341
2022-01-01,2022,Inflação alta em Ásia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2342
2009-01-01,2009,Independência de Espanha,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2343
2008-01-01,2008,Novo tratamento médico para Câncer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2344
1982-01-01,1982,Acordo de paz em Ásia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2345
2023-01-01,2023,Furacão Evento_2345 atinge Europa,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2346
2024-01-01,2024,Batalha de Nova York (2024),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2347
2018-01-01,2018,Batalha de Rio de Janeiro (2018),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2348
2014-01-01,2014,Descoberta científica em Psicologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2349
2024-01-01,2024,Lançamento de Internet,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2350
2021-01-01,2021,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2351
2020-01-01,2020,Invasão de Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2352
1984-01-01,1984,Guerra em América do Norte (1984),Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2353
1998-01-01,1998,Crise internacional envolvendo Arábia Saudita e Austrália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2354
2021-01-01,2021,Batalha de Berlim (2021),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2355
1994-01-01,1994,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2356
1967-01-01,1967,Novo tratamento médico para HIV/AIDS,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2357
1945-01-01,1945,Revolução em Índia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2358
2001-01-01,2001,Batalha de Moscou (2001),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2359
2021-01-01,2021,Terremoto em Pequim,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2360
1986-01-01,1986,Teoria revolucionária em Astronomia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2361
2014-01-01,2014,Revolução em Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2362
2017-01-01,2017,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2363
1905-01-01,1905,Batalha de Cidade do México (1905),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2364
1993-01-01,1993,Acordo de paz em Oceania,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2365
1921-01-01,1921,Batalha de Londres (1921),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2366
2004-01-01,2004,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2367
1992-01-01,1992,Invasão de Alemanha,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2368
1973-01-01,1973,Conflito armado na América do Norte,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2369
2008-01-01,2008,Movimento social em Rússia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2370
1984-01-01,1984,Revolução em China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2371
1946-01-01,1946,Terremoto em Moscou,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2372
2023-01-01,2023,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2373
2016-01-01,2016,Crise internacional envolvendo Coreia do Sul e Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2374
2006-01-01,2006,Colapso bancário em Itália,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2375
2014-01-01,2014,Acordo de paz em América do Norte,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2376
1982-01-01,1982,Acordo de paz em América do Sul,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2377
2005-01-01,2005,Dívida soberana de Alemanha,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2378
1958-01-01,1958,Colapso bancário em Estados Unidos,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2379
1987-01-01,1987,Conflito armado na América do Norte,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2380
1946-01-01,1946,Crise financeira em Ásia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2381
2024-01-01,2024,Teoria revolucionária em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2382
1905-01-01,1905,Furacão Evento_2382 atinge América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2383
1905-01-01,1905,Recessão econômica global,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2384
1941-01-01,1941,Dívida soberana de Austrália,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2385
1997-01-01,1997,Terremoto em Pequim,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2386
1989-01-01,1989,Lançamento de Robô,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2387
2014-01-01,2014,Guerra em Oceania (2014),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2388
2013-01-01,2013,Inundação em Oriente Médio,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2389
1961-01-01,1961,Eleições presidenciais em Argentina,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2390
2023-01-01,2023,Lançamento de Telefone celular,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2391
2018-01-01,2018,Eleições presidenciais em Espanha,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2392
2021-01-01,2021,Terremoto em Pequim,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2393
2017-01-01,2017,Descoberta científica em Psicologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2394
1952-01-01,1952,Pandemia de Diabetes,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2395
2008-01-01,2008,Invasão de Coreia do Sul,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2396
2012-01-01,2012,Mudança constitucional em México,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2397
1995-01-01,1995,Revolução em Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2398
1987-01-01,1987,Programa de saúde pública em Arábia Saudita,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2399
2001-01-01,2001,Cometa Evento_2399 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2400
1959-01-01,1959,Dívida soberana de Brasil,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2401
1982-01-01,1982,Descoberta científica em Matemática,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2402
1973-01-01,1973,Crise cambial em América do Norte,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2403
2022-01-01,2022,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2404
2015-01-01,2015,Teoria revolucionária em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2405
2013-01-01,2013,Conflito armado na Sudeste Asiático,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2406
2016-01-01,2016,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2407
2019-01-01,2019,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2408
1907-01-01,1907,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2409
2020-01-01,2020,Mudança constitucional em Argentina,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2410
2012-01-01,2012,Movimento social em Reino Unido,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2411
1991-01-01,1991,Novo tratamento médico para Tuberculose,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2412
2012-01-01,2012,Inundação em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2413
2020-01-01,2020,Quebra da bolsa em Moscou,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2414
1977-01-01,1977,Conflito armado na Oriente Médio,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2415
1977-01-01,1977,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2416
1964-01-01,1964,Colapso bancário em Índia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2417
1955-01-01,1955,Quebra da bolsa em Moscou,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2418
1909-01-01,1909,Crise cambial em Sudeste Asiático,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2419
2024-01-01,2024,Lançamento de Drones,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2420
1987-01-01,1987,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2421
2016-01-01,2016,Lançamento de Robô,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2422
1992-01-01,1992,Golpe militar em Brasil,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2423
2004-01-01,2004,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2424
2017-01-01,2017,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,2425
1905-01-01,1905,Invasão de Alemanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2426
1996-01-01,1996,Lançamento de Robô,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2427
1984-01-01,1984,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2428
2013-01-01,2013,Dívida soberana de Austrália,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2429
1976-01-01,1976,Guerra em Sudeste Asiático (1976),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2430
2002-01-01,2002,Inundação em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2431
2023-01-01,2023,Independência de Austrália,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2432
1905-01-01,1905,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2433
1973-01-01,1973,Revolução em Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2434
1997-01-01,1997,Movimento social em México,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2435
1922-01-01,1922,Programa de saúde pública em Itália,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2436
2022-01-01,2022,Reforma política em América Central,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2437
2012-01-01,2012,Independência de França,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2438
2016-01-01,2016,Terremoto em Nova York,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2439
1994-01-01,1994,Batalha de Rio de Janeiro (1994),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2440
2018-01-01,2018,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2441
1964-01-01,1964,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2442
1998-01-01,1998,Invasão de Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2443
2023-01-01,2023,Lançamento de Satélite_X,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2444
1999-01-01,1999,Batalha de Cidade do México (1999),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2445
2001-01-01,2001,Programa de saúde pública em Estados Unidos,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2446
2006-01-01,2006,Eleições presidenciais em China,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2447
1905-01-01,1905,Crise internacional envolvendo Alemanha e Alemanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2448
1975-01-01,1975,Crise cambial em África,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2449
1975-01-01,1975,Novo telescópio: Evento_2449,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2450
1959-01-01,1959,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2451
2009-01-01,2009,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2452
1993-01-01,1993,Pandemia de Alzheimer,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2453
1987-01-01,1987,Crise financeira em Sudeste Asiático,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2454
1956-01-01,1956,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2455
1998-01-01,1998,Independência de México,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2456
2019-01-01,2019,Novo tratamento médico para Diabetes,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2457
2009-01-01,2009,Dívida soberana de Argentina,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2458
2005-01-01,2005,Teoria revolucionária em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2459
1991-01-01,1991,Movimento social em México,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2460
2008-01-01,2008,Avanço tecnológico em Astronomia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2461
2013-01-01,2013,Furacão Evento_2461 atinge América do Sul,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2462
1994-01-01,1994,Novo telescópio: Evento_2462,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2463
2019-01-01,2019,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2464
2007-01-01,2007,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2465
1989-01-01,1989,Mudança constitucional em Alemanha,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2466
1986-01-01,1986,Movimento social em Brasil,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2467
1905-01-01,1905,Acordo de paz em África,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2468
1998-01-01,1998,Guerra em Oceania (1998),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2469
2020-01-01,2020,Pandemia de HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2470
1992-01-01,1992,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2471
2006-01-01,2006,Seca prolongada em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2472
1991-01-01,1991,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2473
2011-01-01,2011,Revolução em Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2474
2000-01-01,2000,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2475
2016-01-01,2016,Quebra da bolsa em Tóquio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2476
2019-01-01,2019,Reforma política em Oceania,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2477
2011-01-01,2011,Crise financeira em Oceania,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2478
2022-01-01,2022,Guerra em Oceania (2022),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2479
1991-01-01,1991,Crise cambial em Ásia,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2480
1993-01-01,1993,Inundação em Ásia,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2481
1995-01-01,1995,Inundação em África,Desastre Natural,Desastre Natural,Baixo,Synthetic_Historical_Dataset,2482
2010-01-01,2010,Teoria revolucionária em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2483
1995-01-01,1995,Dívida soberana de Estados Unidos,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2484
1990-01-01,1990,Descoberta sobre Câncer,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,2485
2005-01-01,2005,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2486
2007-01-01,2007,Colapso bancário em Austrália,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2487
1982-01-01,1982,Dívida soberana de China,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2488
2021-01-01,2021,Teoria revolucionária em Engenharia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2489
2021-01-01,2021,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2490
2019-01-01,2019,Independência de China,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2491
2018-01-01,2018,Lançamento de Computador,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2492
1975-01-01,1975,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2493
2021-01-01,2021,Acordo de paz em América Central,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2494
2021-01-01,2021,Colapso bancário em Reino Unido,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2495
2011-01-01,2011,Independência de Índia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2496
1980-01-01,1980,Lançamento de Satélite_X,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Baixo,Synthetic_Historical_Dataset,2497
1967-01-01,1967,Independência de Coreia do Sul,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,2498
2008-01-01,2008,Furacão Evento_2498 atinge América Central,Desastre Natural,Desastre Natural,Baixo,Synthetic_Historical_Dataset,2499
1981-01-01,1981,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2500
2015-01-01,2015,Descoberta científica em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2501
2014-01-01,2014,Teoria revolucionária em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2502
2002-01-01,2002,Teoria revolucionária em Engenharia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2503
2020-01-01,2020,Invasão de Reino Unido,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,2504
2012-01-01,2012,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,2505
2012-01-01,2012,Crise financeira em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2506
1906-01-01,1906,Revolução em Índia,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,2507
1991-01-01,1991,Golpe militar em Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2508
2011-01-01,2011,Acordo de paz em América do Sul,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,2509
1958-01-01,1958,Dívida soberana de Rússia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,2510
2001-01-01,2001,Teoria revolucionária em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2511
1967-01-01,1967,Vacina desenvolvida para Parkinson,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,2512
1992-01-01,1992,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2513
1963-01-01,1963,Reforma política em América do Sul,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,2514
2007-01-01,2007,Crise cambial em América do Sul,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,2515
1951-01-01,1951,Avanço tecnológico em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,2516
1975-01-01,1975,Revolução em Japão,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2517
1976-01-01,1976,Cometa Evento_2517 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,2518
2024-01-01,2024,Revolução em Estados Unidos,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2519
1986-01-01,1986,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,2520
2024-01-01,2024,Conflito armado na Ásia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2521
1995-01-01,1995,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,2522
2015-01-01,2015,Conflito armado na Sudeste Asiático,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,2523
